,Fearure 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8
32,7.299840494,-10.58354896,-1.523642231,-0.163503907,0.791963259,9.272614885,18.1992892,1.139898823
33,2.852113117,-13.22985933,-1.494529841,-0.786856437,0.091508567,8.179617358,0.019735231,1.031814761
34,15.49148349,-4.78330717,-0.939790093,1.730219514,0.473791878,9.669432644,1.08759E+12,2.121295396
35,2.462656672,-30.46529256,0.759660039,-1.525424937,0.533610796,11.84665591,0.094357449,1.129084123
36,8.91715755,-2.451771693,-1.607584033,1.734997692,0.040625597,11.10006837,5.79502E+11,1.268297718
37,1.266550279,-1.97795327,-2.508963626,0.735465807,0.320188872,8.608703706,396.0602931,1.664485775
38,2.235874789,-9.043141605,-2.025574312,0.126288611,3.115630558,10.90149252,0.000106373,1.17469399
39,8.8213517,-18.96108029,-3.769075905,-1.869363757,3.071158822,8.157729968,17.86996449,1.427754612
40,14.36248964,-33.63391464,-2.694713131,-0.097615233,0.434369423,7.388154011,51.81380688,1.003396396
41,8.621261788,-4.889080082,-2.409282438,-0.36900758,0.0440565,10.58669862,0.000159038,1.041023546
42,6.658648565,-19.50776809,-2.524088398,-1.355124752,0.197347815,9.051440292,18.93303725,2.864177923
43,5.635053682,-7.137355842,-1.847645128,0.625638414,0.497938674,12.29900384,0.002580477,1.006123553
44,1.952928828,-6.325793176,-2.822419932,1.884603629,2.952283932,8.558160956,29108.21537,1.002511873
45,3.865690082,-16.36743915,-0.878969333,0.248755244,0.152218123,9.999571036,0.002402888,1.077023284
46,4.881366036,-13.2910462,-1.999792935,0.859013106,1.441874066,11.29589883,3.59E-08,1.396278501
47,19.13291219,-1.788267115,-2.009300321,-1.72619819,0.115054618,10.37500012,1.586306733,1.76604197
48,10.06693671,-27.9072445,-2.327894717,-0.329332017,3.976965736,11.24289241,4767.166758,1.068223407
49,1.511743862,-25.58694393,-1.844809316,-1.534566059,0.480646462,7.463877431,0.00014102,2.650807143
50,9.891497725,-4.20802564,-1.174901735,0.451183342,1.492697816,13.75578894,0.000110852,1.789350594
51,5.22484926,-10.55102678,-2.867130216,1.753928633,0.419449054,14.15434828,0.000477328,1.093419043
52,4.017943481,-11.52625144,-2.658116489,0.64711093,0.987971705,7.821512294,0.979820414,1.45087317
53,12.8136199,-9.3428037,-2.303726029,-1.692787807,0.213213128,9.8549336,0.327598746,1.02032927
54,18.68833571,-4.502916786,-3.345870923,-0.58133518,0.157848698,7.316142249,37154.39012,7.84464895
55,17.08416664,-4.037149884,-2.81925786,0.202653518,2.781655939,11.84011341,33645.39477,1.032955018
56,3.471907758,-7.221056964,-2.476220874,-0.387168975,2.496743768,7.767803401,18141311.01,1.200990828
57,5.59407981,-21.23086709,-1.125610819,1.334576042,2.184526008,12.63498993,7711.957148,1.000251805
58,9.95561873,-12.05211471,-1.737438671,1.258684019,0.981985789,12.60848375,69627.05145,1.02636291
59,17.77851338,-5.29332769,-1.806410089,0.44732408,1.651657817,7.120650022,30.93278378,1.007815998
60,4.800610925,-14.79854462,-1.149102038,-0.506168219,0.071535677,8.435038963,0.78915449,1.521495202
61,6.252034439,-0.569106121,-2.137371788,-0.978654505,0.407651058,9.533186527,1.122506028,1.215073279
62,2.729991576,-20.77788355,-1.60953515,-1.576502727,0.376444982,9.735962875,3.98499E+11,2.080968339
63,2.517871844,-1.543816503,-2.103221753,-0.580409266,1.009627496,11.06662364,72662.46039,1.389443503
64,15.3524219,-5.332409249,-1.734637651,-0.347309931,0.439990986,9.752911394,821.2031464,1.011787439
65,25.0435429,-2.697423599,-2.582758658,0.7032917,0.160763743,7.069130334,0.040544815,1.662591793
66,6.925365916,-2.304322419,-4.438817158,0.632639297,0.907497197,9.931687968,0.737977947,1.114674673
67,18.232024,-21.00465561,-2.134279162,-1.719567441,1.684074828,10.81584163,1.37E-06,18.6093322
68,10.23151254,-4.850437557,-0.577251864,-0.418962738,0.481466671,9.935103662,17.61964761,1.351537411
69,4.134606749,-10.09311485,-1.073784598,-1.272884531,0.141873192,6.855290006,3.261704452,1.030732554
70,10.22929891,-7.083523681,-1.034602515,-1.372749179,0.219012343,9.758450505,70.14272986,1.379892904
71,29.49535844,-11.35135074,-0.763869278,1.309208599,0.271130876,11.38426963,0.00092876,15.17849546
72,7.154607572,-7.91800834,-1.911342409,-1.832339133,0.356528659,9.661661779,3.35E-12,1.339494154
73,30.21019017,-2.328692609,-1.802684293,-0.323268496,1.02944563,10.4230002,22.57063597,2.651581904
74,0.699233465,-18.11318521,-2.617651895,-1.327185377,0.918657241,9.047533344,2523.125572,1.172654098
75,15.48252942,-4.738018807,-2.316072856,1.517320863,1.190990315,10.96903952,420.0138805,1.288028722
76,7.991211389,-1.82043647,-1.38422885,0.228162053,0.450204115,11.91855063,12.96373941,2.014603577
77,5.645695433,-5.026361463,-0.796115563,-1.074477454,1.737257942,8.023629503,1180932.705,1.066066757
78,8.025184817,-28.52223081,-2.139446276,0.009709149,0.228266226,8.858777732,195.4229045,3.062554405
79,1.235144512,-15.88220925,-2.450189265,0.925945439,0.633069998,9.544112277,69.75868809,1.378718856
80,6.063549174,-5.398996371,-1.999472041,1.832472036,1.61414257,13.16521252,4998606.52,1.443350237
81,10.18994362,-5.39605465,-1.398793251,-1.118215983,0.19864443,8.8328679,0.001124323,1.395015622
82,27.94126533,-5.531884051,-3.443854816,1.544727089,0.116380023,12.10087198,0.00448686,1.351036384
83,4.634632017,-47.89797295,-4.296180953,1.737216457,2.151444376,7.291119078,97964.08507,1.086561684
84,3.569250956,-10.42015495,-2.550536849,1.665682178,0.419964208,11.81791548,1857.642083,3.76927502
85,4.704025638,-10.88121037,-3.220712426,0.541657427,1.151602153,6.499630286,0.019808462,1.186085645
86,16.84176656,-18.67629567,-2.508140198,0.519282618,0.025675415,10.10194983,2.93E-07,1.022311882
87,9.933133614,-9.160586849,-2.147780319,-0.387157467,1.171334246,9.478776254,0.004949923,1.102975278
88,4.5869523,-5.852459901,-2.453248409,1.009591529,0.379945489,15.59849645,19.09314219,1.298116316
89,11.727549,-6.192167183,-0.547532466,0.125176073,0.057354631,9.307954898,0.015719317,3.687997987
90,8.063678116,-6.927914753,-1.673255235,0.709752285,0.941128556,13.35356228,32.25765737,1.010701887
91,17.66844873,-7.145622898,-1.69952564,-0.286168385,0.275495058,14.07352286,1.74E-05,1.286785379
92,3.92808573,-14.22308842,-1.377792856,0.925985856,0.489075942,8.780150614,33698.68524,1.150244593
93,5.501958216,-7.742706452,-3.138833118,1.29788607,0.084013126,7.098100355,2.83E-08,1.078214346
94,5.191915282,-14.28737199,-0.960888213,-1.414254974,0.159187134,13.34693271,0.001014739,5.15612264
95,1.979484677,-6.871312101,-2.075764287,1.331718862,0.353789447,10.8119129,760923.5325,1.651695597
96,9.645661699,-7.930940836,-1.329519383,0.161186127,0.094046429,9.044923756,0.040949132,1.696414188
97,9.346012156,-1.223382281,-3.071857233,1.378663636,2.41716873,11.77209787,6319.879942,8.106145219
98,7.423139723,-16.85580162,-3.553758766,-0.274793175,0.006065401,9.621890071,436.1291622,1.801109423
99,5.98269766,-10.09297491,-1.182110342,-0.483838058,0.661377657,10.25776109,0.003219673,1.475885573
100,2.067140667,-18.1416264,-1.623590474,1.66024293,0.131530491,13.36856541,0.050728986,1.145120665
101,5.060266802,-0.545185137,-2.902051554,-0.99532293,0.367705687,9.765414216,0.0256601,1.49419981
102,5.427925057,-48.40181119,-2.869663081,1.376849301,2.604495372,5.683686872,47415.98022,2.571847766
103,3.589275809,-6.516707962,-0.874565216,-0.06391771,0.17637275,14.16136537,228.1618646,1.712697154
104,6.390693935,-20.03267189,-3.189411893,0.05638177,3.376475103,10.90622622,0.204971795,1.123863309
105,10.62963411,-2.898184961,-0.357327047,-0.766126874,0.23041288,11.73268037,15496230.79,1.121538568
106,40.34902824,-12.82628415,-2.900620735,0.292168802,1.353115356,8.362808731,319.6450114,2.417482126
107,8.646200981,-2.863160238,-1.361608074,-0.699155215,0.791150968,9.281020516,0.013063123,1.212890015
108,9.316577606,-4.214824423,-2.328618476,-1.842922343,2.158300589,4.785754408,6597.466387,1.494819587
109,6.910200656,-41.37298859,-1.396812569,-0.912005579,0.807421205,8.506961978,0.053561771,1.074826035
110,1.314039402,-6.223832281,-2.544114002,-1.974483826,0.764770407,7.348895178,1421804.182,1.158543386
111,7.214821935,-8.986195674,-2.162792906,1.913419148,0.217482108,9.365786925,387.4472416,1.175427887
112,7.800650978,-16.16843618,-1.959080825,1.862988839,0.181796929,9.13318806,3.95E-06,1.355710167
113,67.82412118,-11.54339832,-3.002187456,-0.41937881,2.482778729,6.667898087,6.47E-06,1.002708575
114,6.214436988,-8.460235538,-1.259175655,0.913483417,0.397256192,10.80738871,6.40E-06,1.210207883
115,9.692889816,-10.26217599,-2.513213566,-0.616775606,0.4653461,10.81215365,4.36E-06,2.095467251
116,7.161786115,-64.26878321,-2.228599915,0.684372628,1.426381869,10.87506108,0.000241133,2.14904601
117,2.581033154,-7.015647999,-2.994349375,1.221720172,0.413734429,11.88248245,9650.952915,1.278328501
118,20.6670477,-8.855060841,-4.562333659,1.787024979,3.037856087,8.910279104,15.45644393,1.074303025
119,14.53761938,-19.02186214,-2.191027763,-0.399150897,1.339135122,6.334395305,618.6116877,1.190605266
120,15.05829124,-19.98482708,0.412615422,1.133191932,0.909884403,8.013743978,1.41978114,1.339887573
121,3.259426601,-21.50589912,-1.215395712,-0.936286197,2.12775117,10.04928776,8.14E-06,1.547530102
122,26.11513104,-13.12944214,-2.01926038,1.961329215,0.050878547,9.728429506,9.903929539,1.288664798
123,2.092446684,-2.641364338,-2.262890829,-1.896921605,0.297143615,9.066744065,2045.376519,1.255441246
124,12.53057158,-32.13958279,-1.977534107,0.414115226,0.625556449,10.28995873,6.07E-09,3.378943453
125,53.05929508,-2.633435181,-1.452880885,0.638023927,0.257448468,10.82089556,1.623844415,1.249741743
126,3.029862707,-9.702386816,-3.180812815,0.752182228,1.362207541,7.724446045,6.59E-05,1.716180603
127,4.438569072,-3.74773529,-0.885678305,-1.518449685,2.515877713,7.901827992,2.27E-08,1.350795345
128,8.082378747,-6.974603555,-1.284618685,1.754119134,0.551248601,6.038873923,2.73E-09,1.910537884
129,4.696755313,-9.93323464,-1.281814274,-1.275266884,0.418751888,8.502462252,1.71E-07,1.072685464
130,1.830159117,-9.867252974,-1.561524261,0.491013613,3.258415625,8.410330609,1775.311426,1.406431241
131,7.859371782,-10.80197166,-1.980383342,-1.109295684,0.588521314,12.23743705,0.000629227,2.103268976
132,2.840348221,-31.57419402,-1.327138764,-0.771134332,0.67148041,12.67394617,0.002080185,1.073853029
133,11.31617579,-11.11372545,-1.408185866,0.185834167,0.433324408,11.57160736,11692.30927,2.089289795
134,3.23011645,-5.931392618,-2.354040711,-0.331226326,2.402941185,10.0990422,15636696.1,1.015355496
135,29.8128934,-17.5961205,-2.573601773,-1.359097596,0.841543907,9.979422699,9682.982605,3.351479531
136,3.65125899,-21.55318152,-1.898143705,-1.31625439,1.436218434,8.517133435,26.28665388,1.196371304
137,5.529761219,-2.447710178,-0.450979849,-0.327420847,1.67028575,12.51491552,5.86E-10,1.012523228
138,15.3661263,-12.65003602,-3.239107076,1.029131913,0.418320954,5.952724329,7.14E-08,1.197633838
139,2.440546806,-13.88842095,-3.467525266,1.591858587,0.568621296,7.795247088,20.29808468,1.324736373
140,9.067657313,-5.653036571,-1.835239159,-1.663489351,1.886983364,9.258979073,0.359237901,1.726004751
141,23.96102325,-25.48617458,-1.949112298,-0.42758437,0.45138657,10.30845889,18058.54214,1.329498276
142,1.738921492,-6.455612914,-1.826658336,-1.599017745,1.579564274,10.27182375,0.687632253,2.501595471
143,8.724808092,-8.273178764,-1.756046802,-1.933630077,2.830087718,11.1638163,1.735788088,1.055087326
144,9.336155164,-6.32326291,-2.223202255,0.646874731,0.976068266,6.137168975,1.06E-07,2.927916206
145,14.93400137,-7.493388833,-0.510136561,0.409797768,1.353352114,15.50304734,0.043769118,1.38560341
146,2.427214638,-2.754820873,-3.600903978,-1.347923545,1.635254881,9.821966654,1.31E-08,1.777543268
147,2.25148286,-2.021731264,-2.828497025,-1.064748668,1.864585994,5.085058877,1.54E-08,1.424092275
148,11.81946099,-31.03310559,-2.10325476,-1.905168985,0.502614987,10.51508255,22528812.45,1.119381834
149,9.653168524,-3.447794622,-3.643188811,1.339788823,0.052624137,9.212561573,6245.023185,1.013030388
150,9.257588238,-3.027529334,-2.175854404,1.898762384,0.513957642,9.018389917,0.000264876,2.869613154
151,10.09260915,-1.063907975,-0.338529834,-1.458161853,1.120110416,12.48317844,0.017719451,1.08329666
152,4.006739229,-4.157585209,-1.979113512,-1.074099145,0.598474269,9.235159721,28868.32433,1.753655156
153,9.106863203,-2.246153474,-1.769299094,1.473638096,1.382155541,5.517180309,0.001444143,2.94541828
154,9.619239678,-32.3888311,-3.260164765,1.705855192,0.441583229,10.17218199,0.000564134,1.617057698
155,3.884847478,-18.33543232,-2.616361408,-0.321490469,1.007157188,13.39307294,3.482639684,1.289706678
156,39.61457317,-3.977544581,-2.37519638,-1.797510111,0.206310777,8.170769337,0.001804005,1.220546145
157,11.31862534,-56.10316482,-2.317715097,-1.842432665,1.383775283,10.29195587,44.45333985,1.382994461
158,2.529007296,-17.87832237,-0.718356205,0.295799464,0.788988633,14.14854351,0.021892267,1.320053873
159,13.34175042,-5.515993353,-1.442308939,-0.428419564,0.228236987,10.53005626,9737.332741,2.366862649
160,3.073406319,-0.779217441,-3.111457957,-1.88539029,0.345185732,9.971964479,4.85E-05,1.48356351
161,15.00488993,-58.08156498,-1.753495222,0.333009569,1.380744624,9.957335818,1436882.464,1.235852002
162,20.96251874,-2.115697996,-1.501778252,-1.954789854,0.658941397,11.47807084,0.002410612,1.683559782
163,3.530310804,-1.680583623,-0.859850961,1.149487833,0.243386362,9.620804649,10940.46484,3.471918442
164,17.58486372,-18.547099,-0.419459313,-0.774268709,3.419499561,11.39710585,0.837362485,2.477247963
165,10.71348078,-66.40531947,-3.015094192,-1.838967988,1.255704861,8.183552308,0.694930413,1.302079499
166,15.48472639,-25.68341715,-2.810857511,0.353408884,3.14969573,9.055112462,42.76514572,1.191933662
167,40.73605956,-12.27442965,-3.257577859,-0.409262342,0.557052904,11.81374713,936185.3083,1.075777172
168,5.924822303,-12.61995016,-2.234019859,1.895201653,0.64454816,10.21249931,2.06E-05,1.533450358
169,3.749556072,-15.92792731,-1.533641626,0.17679465,2.282343505,11.26000756,4.716842295,1.08279661
170,3.318248267,-14.62943699,-1.012665483,-0.899043276,0.744544355,11.47799269,0.364775022,2.697958574
171,3.545824605,-9.516929655,-2.075951024,0.837755459,1.228535041,8.656042919,194.5441118,1.13802526
172,6.893703519,-8.11554204,-2.319847523,-0.91403199,0.290583447,7.727249095,2581.049439,2.245239508
173,10.04461608,-6.984309861,-1.848242008,1.616973166,0.591902768,11.16553106,0.01748359,1.689115488
174,9.478458707,-3.748785309,-2.835142902,-0.501112118,0.131761378,8.344410527,0.513022565,1.25232216
175,15.55628791,-5.739616698,0.089538722,0.199474251,0.230646674,12.14494724,1.140717504,1.127739008
176,7.476028507,-1.610168557,-3.607661027,-1.797707585,0.000943861,8.372317141,2.62E-08,2.60717517
177,27.33534817,-6.763187725,-1.815259421,-0.295515048,0.040056716,8.857079247,140.1956949,1.419644531
178,5.822960737,-3.035171722,0.023606219,1.329454159,3.784677973,5.866518345,216.9462917,1.078715093
179,85.46887289,-2.736745976,-1.993200155,1.222595221,0.277538619,12.90382714,0.000558859,1.23978763
180,12.97598852,-8.687669626,-2.190039035,-1.102725765,1.088594761,12.3046238,46479.09924,2.759211265
181,3.416300359,-25.86270728,-2.357445423,-1.095683716,1.826970353,9.026517809,2217.916095,1.151870599
182,2.818477236,-16.88600117,-2.180391682,1.269221249,0.799976462,8.852442833,2518432.737,1.356789242
183,11.40697686,-1.797774402,-0.627151525,1.721593681,0.166225201,10.49028107,0.0041296,1.133995806
184,6.042896761,-3.032340238,-4.211861911,-1.618556315,1.302381383,8.502396798,0.048240464,3.902317393
185,14.04969159,-17.230724,-0.466566299,-0.199765442,0.916919455,9.208582134,0.013921111,1.003052989
186,11.31256282,-3.051890839,-3.423957152,-0.650182884,1.313975892,8.14582756,0.034099502,1.004459231
187,6.920264411,-6.036534959,-2.266652329,1.482753822,1.468574937,9.414231305,1.005638911,2.27610066
188,3.44831482,-12.12230191,-2.42924442,-1.665900341,3.705430375,14.20186477,28.70534384,1.061840107
189,1.890114667,-3.090985557,-1.41144673,-1.15549623,0.852291294,8.803789678,820.4790161,1.301833826
190,4.943811256,-8.124124394,-3.598124352,1.00987335,0.418005075,7.638185096,0.408312262,1.651827365
191,15.97074985,-2.22415497,-1.537827334,-1.794824604,1.045444739,12.39364329,17185.52355,1.043975994
192,8.959230752,-4.300662671,0.024309623,-0.029858477,0.07089544,9.505409297,0.001033685,1.427581784
193,2.408092882,-9.853273556,-3.363174005,-0.231571861,2.276891209,12.28622558,22256614.41,1.082456468
194,8.635337822,-1.761746488,-1.810293832,-0.662395284,0.127130223,7.305842412,149.7167144,1.971844563
195,10.45191946,-10.98386375,-2.661982178,-0.421710739,0.397263094,11.50239262,438.8838956,1.067950223
196,3.335185525,-7.259609075,-1.574112794,0.119762348,1.691436677,9.626979983,0.00716079,1.199617618
197,8.485447143,-12.14892829,-1.980852223,-1.354530566,0.90959415,8.61336813,2.452805161,1.115905509
198,7.786471826,-9.038766542,-2.641486909,0.287983513,0.500274022,9.614274264,1847.915711,1.632645138
199,2.641446627,-25.2222461,-1.512127715,1.221729317,0.64138175,10.4988074,31198.55964,1.991385178
200,10.19613395,-8.270558602,-0.19565189,1.040643719,1.927904972,8.850487885,7.129707245,1.8472475
201,12.23996079,-5.020527526,-2.190903792,-1.384400381,0.41552209,7.86365192,143048.7827,1.792522974
202,19.58465044,-8.248800144,-1.280242058,-1.403002121,2.037529721,6.129211284,0.828839217,2.023426149
203,19.07582539,-12.04883803,-3.293272958,-0.927302529,0.092262702,9.554636897,3974.051283,2.09200726
204,2.13848486,-7.721232977,-2.956436377,-0.555701095,1.499680047,11.63588879,1.54E-08,1.709099168
205,3.177063886,-7.663988362,-1.527593722,-0.366177674,1.88090308,6.706190995,28.75341246,1.122033125
206,11.74622298,-3.928302823,-0.515883971,0.718788867,0.200670049,9.459161439,1.34E-06,1.18049296
207,11.73302313,-4.068967062,-1.644386651,-1.773278271,0.562727055,12.33713128,0.98107546,1.796776142
208,11.74635427,-2.091026838,-2.313058031,-1.861309183,0.180922266,10.10290634,0.056343272,1.127459993
209,236.8574164,-35.68102621,-2.000708595,-0.432357748,1.226232486,11.53998572,4.94E-05,1.303243503
210,12.35179578,-2.412161149,-3.250407734,0.788654769,0.766466042,11.40537657,5.01E-06,5.255191188
211,20.53250163,-3.960559575,-1.395484674,-1.226258628,1.008744199,12.71345879,12832.44945,1.361257735
212,17.43712558,-3.870692614,-1.117666938,0.566017925,0.218761874,7.776997017,386973702.6,1.486240286
213,13.2799068,-16.53421614,-2.452090333,-0.960687448,0.237934731,8.672181237,0.089333078,1.360673758
214,5.563668428,-5.666350669,-2.470042148,1.544344435,0.042382926,9.169202738,29.56406447,1.137031236
215,14.62997196,-22.71369089,-1.73412177,1.582759777,0.388707605,9.340554964,50103.34713,2.980304095
216,3.685688353,-4.030371028,-2.436719736,-0.810851183,0.820400405,8.322625588,166.061053,12.36787694
217,5.97069451,-9.498128185,-2.066132615,-1.080024984,1.951469974,12.25823166,0.349482422,1.118839871
218,4.773944044,-3.48402297,0.099721789,-0.354784112,1.099394937,9.140057811,1047360.572,1.508984931
219,7.954093688,-50.93927388,-2.247025701,-1.037873659,0.571631251,8.99599152,2900.281438,1.186822085
220,59.33460595,-2.537454525,-2.358340152,0.689535373,3.060166574,16.00296043,5.70E-05,1.410163953
221,1.376386142,-9.765332747,-2.647541806,1.304258738,1.27027359,11.42672356,12.27466919,1.780411416
222,13.70326563,-13.07104127,-1.255808029,0.692368524,2.661622867,9.012678555,0.514436948,9.586122862
223,1.730751515,-10.72330261,-2.181224173,1.297401789,0.749903736,7.151821045,1.053428921,1.44955488
224,4.832004156,-6.25412413,-2.649373038,-0.412031351,0.299625478,10.86719279,0.183862569,1.343253961
225,19.68891008,-6.574255701,-0.678695968,-1.374732117,0.054273189,14.03564834,7.001644987,1.429457969
226,7.829134889,-7.686229297,-0.580396995,0.95180379,1.294936898,10.3735209,5.97E-09,1.626246364
227,2.801149027,-6.473378804,-2.600423566,-0.558101979,0.129315148,11.73477696,0.001523179,1.621680279
228,3.881519349,-17.592826,-3.866539951,0.685083301,0.360647292,8.934262815,127.4729047,1.405648054
229,13.621344,-54.02628576,-0.99248631,-0.917424232,0.760293703,9.566014894,1996.608256,2.014335412
230,3.829254097,-4.473886051,-2.684629826,-1.675081461,0.831068969,11.15473563,1.100466977,1.168421907
231,8.978319535,-2.153678517,-1.209374401,1.970327182,0.917749788,11.10802702,9659.28017,4.247549474
232,7.698416481,-6.824684797,-3.970103818,-1.375193968,0.181828075,9.767758392,0.304670224,1.033753779
233,4.110561705,-75.31945017,-1.107402662,1.953683976,0.47761235,10.23697152,0.146365919,1.170026489
234,50.88405842,-3.584764885,-3.211171929,1.90911973,0.960227539,13.62464854,14154.42269,3.313207144
235,13.07271351,-32.3044543,-1.269235881,1.175272416,3.500538207,12.45453226,0.823909901,2.633469419
236,1.194074815,-33.44595099,-1.985726932,0.637691848,1.30059802,10.58480105,0.029037393,1.123905191
237,8.739114627,-4.4896313,-2.953939419,0.311228201,2.558817041,6.53962312,41846374.34,1.24261984
238,4.073050314,-12.33060978,-2.407036313,1.464406182,1.436376004,10.73899972,3.85E-06,1.169684298
239,15.91385322,-31.99427437,-1.313681543,-0.842241914,0.895794641,10.8657306,13229607817,1.476152038
240,3.620931581,-5.252924836,-1.894105547,-0.12927515,0.213222143,12.27801781,0.01317295,1.2132777
241,6.664115274,-6.15200273,-1.41558702,0.477559877,1.098669246,14.2182706,0.057734161,1.610887745
242,11.64047852,-4.377541115,-0.023559415,-0.355238097,0.976517405,9.794398889,2726.215575,1.021491671
243,16.10580353,-2.9645313,-3.564241612,-0.290054184,0.922482789,12.62256358,0.034151776,1.066542018
244,2.508621085,-4.119163915,-0.382787425,-0.67886133,0.672924775,10.11081088,7.446692358,1.161629453
245,5.468196681,-2.455802913,-1.895644062,0.256927267,0.752168372,11.51603443,0.471710468,2.364716894
246,4.818917029,-7.619228527,-2.898784048,1.402298112,0.407130284,7.144404462,1.00E-06,1.195850016
247,4.104170659,-3.695160875,-3.330313626,-1.193886488,0.732538309,10.61846674,41.96574017,1.784207611
248,36.19455946,-9.119430169,-2.189120391,1.737732155,0.220093091,8.914496183,0.008726816,1.103691027
249,10.63854302,-1.821561169,-1.078349888,0.756350615,1.635650466,9.926316016,2254.007637,1.372825943
250,2.375491684,-9.952185835,-2.12754912,1.293092851,0.205520939,9.972191341,0.968036731,1.383485605
251,16.87909295,-15.64538625,-0.48884507,0.224762771,0.088794373,10.51377759,0.082694828,1.178633072
252,49.89598693,-1.22830838,-3.45117569,1.118066806,0.57313734,12.00099252,12151501.1,2.848079008
253,18.71300496,-10.34652705,-2.012088948,-1.935198411,1.073843892,7.943602339,301.6049774,1.428572449
254,1.882436655,-22.30703486,-3.252393444,1.273521699,0.575749686,9.036001797,9.19E-05,2.582070802
255,4.778799357,-2.487611674,-1.636368117,-1.839444564,0.324006048,11.9997661,0.000510451,2.070302556
256,23.10895106,-33.29193409,-1.11311261,1.559653505,0.816832766,11.55781293,2769.50722,1.411212178
257,3.908280396,-10.77379836,-2.420761794,1.967850989,0.426181726,8.660839106,1.43E-08,1.059932687
258,11.01697743,-3.917639601,-4.604213857,-0.823730151,2.701089833,11.58384441,0.000130618,1.417432873
259,14.83769123,-7.027337008,-1.801051853,-1.158725775,2.559351868,10.93997572,0.001683447,1.393655573
260,3.208368574,-12.21291772,-1.563261448,1.061453455,0.697902107,9.160931456,0.149286315,2.331843792
261,7.003620149,-7.912191931,-1.595705245,-0.987894636,0.397324325,11.76315115,1.033118386,1.526587101
262,0.399660195,-11.99968493,-0.764217808,1.462249533,1.336104849,7.584669308,0.037902013,2.007103473
263,2.938946321,-3.226486474,-3.07105368,-1.588629631,0.037403826,10.73338748,8.68E-05,1.015110246
